Phase	O	O	O	O	O	
the	O	O	O	O	O	
First	O	O	O	O	O	
:	O	O	O	O	O	
The	B-PER	O	O	O	O	
Maiden	I-PER	O	O	O	O	
I	O	O	O	O	O	
On	O	O	O	O	O	
an	O	O	O	O	O	
evening	O	O	O	O	O	
in	O	O	O	O	O	
the	O	O	O	O	O	
latter	O	O	O	O	O	
part	O	O	O	O	O	
of	O	O	O	O	O	
May	O	O	O	O	O	
a	B-PER	O	O	O	O	
middle-aged	I-PER	O	O	O	O	
man	I-PER	O	O	O	O	
was	O	O	O	O	O	
walking	O	O	O	O	O	
homeward	O	O	O	O	O	
from	O	O	O	O	O	
Shaston	B-GPE	O	O	O	O	
to	O	O	O	O	O	
the	B-GPE	O	O	O	O	
village	I-GPE	O	O	O	O	
of	I-GPE	O	O	O	O	
Marlott	I-GPE	O	O	O	O	
,	O	O	O	O	O	
in	O	O	O	O	O	
the	B-LOC	O	O	O	O	
adjoining	I-LOC	O	O	O	O	
Vale	I-LOC	O	O	O	O	
of	I-LOC	O	O	O	O	
Blakemore	I-LOC	O	O	O	O	
,	O	O	O	O	O	
or	O	O	O	O	O	
Blackmoor	B-LOC	O	O	O	O	
.	O	O	O	O	O	

The	O	O	O	O	O	
pair	O	O	O	O	O	
of	O	O	O	O	O	
legs	O	O	O	O	O	
that	O	O	O	O	O	
carried	O	O	O	O	O	
him	O	O	O	O	O	
were	O	O	O	O	O	
rickety	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
there	O	O	O	O	O	
was	O	O	O	O	O	
a	O	O	O	O	O	
bias	O	O	O	O	O	
in	O	O	O	O	O	
his	O	O	O	O	O	
gait	O	O	O	O	O	
which	O	O	O	O	O	
inclined	O	O	O	O	O	
him	O	O	O	O	O	
somewhat	O	O	O	O	O	
to	O	O	O	O	O	
the	O	O	O	O	O	
left	O	O	O	O	O	
of	O	O	O	O	O	
a	O	O	O	O	O	
straight	O	O	O	O	O	
line	O	O	O	O	O	
.	O	O	O	O	O	

He	O	O	O	O	O	
occasionally	O	O	O	O	O	
gave	O	O	O	O	O	
a	O	O	O	O	O	
smart	O	O	O	O	O	
nod	O	O	O	O	O	
,	O	O	O	O	O	
as	O	O	O	O	O	
if	O	O	O	O	O	
in	O	O	O	O	O	
confirmation	O	O	O	O	O	
of	O	O	O	O	O	
some	O	O	O	O	O	
opinion	O	O	O	O	O	
,	O	O	O	O	O	
though	O	O	O	O	O	
he	O	O	O	O	O	
was	O	O	O	O	O	
not	O	O	O	O	O	
thinking	O	O	O	O	O	
of	O	O	O	O	O	
anything	O	O	O	O	O	
in	O	O	O	O	O	
particular	O	O	O	O	O	
.	O	O	O	O	O	

An	O	O	O	O	O	
empty	O	O	O	O	O	
egg-basket	O	O	O	O	O	
was	O	O	O	O	O	
slung	O	O	O	O	O	
upon	O	O	O	O	O	
his	O	O	O	O	O	
arm	O	O	O	O	O	
,	O	O	O	O	O	
the	O	O	O	O	O	
nap	O	O	O	O	O	
of	O	O	O	O	O	
his	O	O	O	O	O	
hat	O	O	O	O	O	
was	O	O	O	O	O	
ruffled	O	O	O	O	O	
,	O	O	O	O	O	
a	O	O	O	O	O	
patch	O	O	O	O	O	
being	O	O	O	O	O	
quite	O	O	O	O	O	
worn	O	O	O	O	O	
away	O	O	O	O	O	
at	O	O	O	O	O	
its	O	O	O	O	O	
brim	O	O	O	O	O	
where	O	O	O	O	O	
his	O	O	O	O	O	
thumb	O	O	O	O	O	
came	O	O	O	O	O	
in	O	O	O	O	O	
taking	O	O	O	O	O	
it	O	O	O	O	O	
off	O	O	O	O	O	
.	O	O	O	O	O	

Presently	O	O	O	O	O	
he	O	O	O	O	O	
was	O	O	O	O	O	
met	O	O	O	O	O	
by	O	O	O	O	O	
an	B-PER	O	O	O	O	
elderly	I-PER	O	O	O	O	
parson	I-PER	O	O	O	O	
astride	I-PER	O	O	O	O	
on	I-PER	O	O	O	O	
a	I-PER	O	O	O	O	
gray	I-PER	O	O	O	O	
mare	I-PER	O	O	O	O	
,	O	O	O	O	O	
who	O	O	O	O	O	
,	O	O	O	O	O	
as	O	O	O	O	O	
he	O	O	O	O	O	
rode	O	O	O	O	O	
,	O	O	O	O	O	
hummed	O	O	O	O	O	
a	O	O	O	O	O	
wandering	O	O	O	O	O	
tune	O	O	O	O	O	
.	O	O	O	O	O	

"	O	O	O	O	O	
Good	O	O	O	O	O	
night	O	O	O	O	O	
t	O	O	O	O	O	
'	O	O	O	O	O	
ee	O	O	O	O	O	
,	O	O	O	O	O	
"	O	O	O	O	O	
said	O	O	O	O	O	
the	B-PER	O	O	O	O	
man	I-PER	O	O	O	O	
with	I-PER	O	O	O	O	
the	I-PER	O	O	O	O	
basket	I-PER	O	O	O	O	
.	O	O	O	O	O	

"	O	O	O	O	O	
Good	O	O	O	O	O	
night	O	O	O	O	O	
,	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
John	O	I-PER	O	O	O	
,	O	O	O	O	O	
"	O	O	O	O	O	
said	O	O	O	O	O	
the	B-PER	O	O	O	O	
parson	I-PER	O	O	O	O	
.	O	O	O	O	O	

The	B-PER	O	O	O	O	
pedestrian	I-PER	O	O	O	O	
,	O	O	O	O	O	
after	O	O	O	O	O	
another	O	O	O	O	O	
pace	O	O	O	O	O	
or	O	O	O	O	O	
two	O	O	O	O	O	
,	O	O	O	O	O	
halted	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
turned	O	O	O	O	O	
round	O	O	O	O	O	
.	O	O	O	O	O	

"	O	O	O	O	O	
Now	O	O	O	O	O	
,	O	O	O	O	O	
sir	B-PER	O	O	O	O	
,	O	O	O	O	O	
begging	O	O	O	O	O	
your	O	O	O	O	O	
pardon	O	O	O	O	O	
;	O	O	O	O	O	
we	O	O	O	O	O	
met	O	O	O	O	O	
last	O	O	O	O	O	
market-day	O	O	O	O	O	
on	O	O	O	O	O	
this	B-FAC	O	O	O	O	
road	I-FAC	O	O	O	O	
about	O	O	O	O	O	
this	O	O	O	O	O	
time	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
I	O	O	O	O	O	
said	O	O	O	O	O	
'	O	O	O	O	O	
Good	O	O	O	O	O	
night	O	O	O	O	O	
,	O	O	O	O	O	
'	O	O	O	O	O	
and	O	O	O	O	O	
you	O	O	O	O	O	
made	O	O	O	O	O	
reply	O	O	O	O	O	
'	O	O	O	O	O	
_	O	O	O	O	O	
Good	O	O	O	O	O	
night	O	O	O	O	O	
,	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
John	O	I-PER	O	O	O	
_	O	O	O	O	O	
,	O	O	O	O	O	
'	O	O	O	O	O	
as	O	O	O	O	O	
now	O	O	O	O	O	
.	O	O	O	O	O	
"	O	O	O	O	O	

"	O	O	O	O	O	
I	O	O	O	O	O	
did	O	O	O	O	O	
,	O	O	O	O	O	
"	O	O	O	O	O	
said	O	O	O	O	O	
the	B-PER	O	O	O	O	
parson	I-PER	O	O	O	O	
.	O	O	O	O	O	

"	O	O	O	O	O	
And	O	O	O	O	O	
once	O	O	O	O	O	
before	O	O	O	O	O	
that	O	O	O	O	O	
--	O	O	O	O	O	
near	O	O	O	O	O	
a	O	O	O	O	O	
month	O	O	O	O	O	
ago	O	O	O	O	O	
.	O	O	O	O	O	
"	O	O	O	O	O	

"	O	O	O	O	O	
I	O	O	O	O	O	
may	O	O	O	O	O	
have	O	O	O	O	O	
.	O	O	O	O	O	
"	O	O	O	O	O	

"	O	O	O	O	O	
Then	O	O	O	O	O	
what	O	O	O	O	O	
might	O	O	O	O	O	
your	O	O	O	O	O	
meaning	O	O	O	O	O	
be	O	O	O	O	O	
in	O	O	O	O	O	
calling	O	O	O	O	O	
me	O	O	O	O	O	
'	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
John	O	I-PER	O	O	O	
'	O	O	O	O	O	
these	O	O	O	O	O	
different	O	O	O	O	O	
times	O	O	O	O	O	
,	O	O	O	O	O	
when	O	O	O	O	O	
I	O	O	O	O	O	
be	O	O	O	O	O	
plain	B-PER	O	O	O	O	
Jack	I-PER	O	O	O	O	
Durbeyfield	I-PER	O	O	O	O	
,	O	O	O	O	O	
the	B-PER	O	O	O	O	
haggler	I-PER	O	O	O	O	
?	O	O	O	O	O	
"	O	O	O	O	O	

The	B-PER	O	O	O	O	
parson	I-PER	O	O	O	O	
rode	O	O	O	O	O	
a	O	O	O	O	O	
step	O	O	O	O	O	
or	O	O	O	O	O	
two	O	O	O	O	O	
nearer	O	O	O	O	O	
.	O	O	O	O	O	

"	O	O	O	O	O	
It	O	O	O	O	O	
was	O	O	O	O	O	
only	O	O	O	O	O	
my	O	O	O	O	O	
whim	O	O	O	O	O	
,	O	O	O	O	O	
"	O	O	O	O	O	
he	O	O	O	O	O	
said	O	O	O	O	O	
;	O	O	O	O	O	
and	O	O	O	O	O	
,	O	O	O	O	O	
after	O	O	O	O	O	
a	O	O	O	O	O	
moment	O	O	O	O	O	
's	O	O	O	O	O	
hesitation	O	O	O	O	O	
:	O	O	O	O	O	
"	O	O	O	O	O	
It	O	O	O	O	O	
was	O	O	O	O	O	
on	O	O	O	O	O	
account	O	O	O	O	O	
of	O	O	O	O	O	
a	O	O	O	O	O	
discovery	O	O	O	O	O	
I	O	O	O	O	O	
made	O	O	O	O	O	
some	O	O	O	O	O	
little	O	O	O	O	O	
time	O	O	O	O	O	
ago	O	O	O	O	O	
,	O	O	O	O	O	
whilst	O	O	O	O	O	
I	O	O	O	O	O	
was	O	O	O	O	O	
hunting	O	O	O	O	O	
up	O	O	O	O	O	
pedigrees	O	O	O	O	O	
for	O	O	O	O	O	
the	O	O	O	O	O	
new	O	O	O	O	O	
county	B-GPE	O	O	O	O	
history	O	O	O	O	O	
.	O	O	O	O	O	

I	O	O	O	O	O	
am	O	O	O	O	O	
Parson	B-PER	O	O	O	O	
Tringham	I-PER	O	O	O	O	
,	O	O	O	O	O	
the	O	B-PER	O	O	O	
antiquary	O	I-PER	O	O	O	
,	O	I-PER	O	O	O	
of	O	I-PER	O	O	O	
Stagfoot	B-FAC	I-PER	O	O	O	
Lane	I-FAC	I-PER	O	O	O	
.	O	O	O	O	O	

Do	O	O	O	O	O	
n't	O	O	O	O	O	
you	O	O	O	O	O	
really	O	O	O	O	O	
know	O	O	O	O	O	
,	O	O	O	O	O	
Durbeyfield	B-PER	O	O	O	O	
,	O	O	O	O	O	
that	O	O	O	O	O	
you	O	O	O	O	O	
are	O	O	O	O	O	
the	O	B-PER	O	O	O	
lineal	O	I-PER	O	O	O	
representative	O	I-PER	O	O	O	
of	O	I-PER	O	O	O	
the	B-PER	I-PER	O	O	O	
ancient	I-PER	I-PER	O	O	O	
and	I-PER	I-PER	O	O	O	
knightly	I-PER	I-PER	O	O	O	
family	I-PER	I-PER	O	O	O	
of	I-PER	I-PER	O	O	O	
the	I-PER	I-PER	O	O	O	
d'Urbervilles	I-PER	I-PER	O	O	O	
,	O	O	O	O	O	
who	O	O	O	O	O	
derive	O	O	O	O	O	
their	O	O	O	O	O	
descent	O	O	O	O	O	
from	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
Pagan	O	I-PER	O	O	O	
d'Urberville	O	I-PER	O	O	O	
,	O	O	O	O	O	
that	O	B-PER	O	O	O	
renowned	O	I-PER	O	O	O	
knight	O	I-PER	O	O	O	
who	O	I-PER	O	O	O	
came	O	I-PER	O	O	O	
from	O	I-PER	O	O	O	
Normandy	B-GPE	I-PER	O	O	O	
with	O	I-PER	O	O	O	
William	B-PER	I-PER	O	O	O	
the	B-PER	I-PER	O	O	O	
Conqueror	I-PER	I-PER	O	O	O	
,	O	O	O	O	O	
as	O	O	O	O	O	
appears	O	O	O	O	O	
by	O	O	O	O	O	
Battle	O	O	O	O	O	
Abbey	O	O	O	O	O	
Roll	O	O	O	O	O	
?	O	O	O	O	O	
"	O	O	O	O	O	

"	O	O	O	O	O	
Never	O	O	O	O	O	
heard	O	O	O	O	O	
it	O	O	O	O	O	
before	O	O	O	O	O	
,	O	O	O	O	O	
sir	B-PER	O	O	O	O	
!	O	O	O	O	O	
"	O	O	O	O	O	

"	O	O	O	O	O	
Well	O	O	O	O	O	
it	O	O	O	O	O	
's	O	O	O	O	O	
true	O	O	O	O	O	
.	O	O	O	O	O	

Throw	O	O	O	O	O	
up	O	O	O	O	O	
your	O	O	O	O	O	
chin	O	O	O	O	O	
a	O	O	O	O	O	
moment	O	O	O	O	O	
,	O	O	O	O	O	
so	O	O	O	O	O	
that	O	O	O	O	O	
I	O	O	O	O	O	
may	O	O	O	O	O	
catch	O	O	O	O	O	
the	O	O	O	O	O	
profile	O	O	O	O	O	
of	O	O	O	O	O	
your	O	O	O	O	O	
face	O	O	O	O	O	
better	O	O	O	O	O	
.	O	O	O	O	O	

Yes	O	O	O	O	O	
,	O	O	O	O	O	
that	O	O	O	O	O	
's	O	O	O	O	O	
the	O	O	O	O	O	
d'Urberville	O	O	O	O	O	
nose	O	O	O	O	O	
and	O	O	O	O	O	
chin	O	O	O	O	O	
--	O	O	O	O	O	
a	O	O	O	O	O	
little	O	O	O	O	O	
debased	O	O	O	O	O	
.	O	O	O	O	O	

Your	B-PER	O	O	O	O	
ancestor	I-PER	O	O	O	O	
was	O	O	O	O	O	
one	O	O	O	B-PER	O	
of	O	O	O	I-PER	O	
the	O	O	B-PER	I-PER	O	
twelve	O	O	I-PER	I-PER	O	
knights	O	O	I-PER	I-PER	O	
who	O	O	I-PER	I-PER	O	
assisted	O	O	I-PER	I-PER	O	
the	O	B-PER	I-PER	I-PER	O	
Lord	O	I-PER	I-PER	I-PER	O	
of	O	I-PER	I-PER	I-PER	O	
Estremavilla	B-GPE	I-PER	I-PER	I-PER	O	
in	O	O	I-PER	I-PER	O	
Normandy	B-GPE	O	I-PER	I-PER	O	
in	O	O	I-PER	I-PER	O	
his	O	O	I-PER	I-PER	O	
conquest	O	O	I-PER	I-PER	O	
of	O	O	I-PER	I-PER	O	
Glamorganshire	B-GPE	O	I-PER	I-PER	O	
.	O	O	O	O	O	

Branches	B-PER	O	O	O	O	
of	I-PER	O	O	O	O	
your	I-PER	O	O	O	O	
family	I-PER	O	O	O	O	
held	O	O	O	O	O	
manors	B-FAC	O	O	O	O	
over	O	O	O	O	O	
all	O	O	O	O	O	
this	O	B-LOC	O	O	O	
part	O	I-LOC	O	O	O	
of	O	I-LOC	O	O	O	
England	B-GPE	I-LOC	O	O	O	
;	O	O	O	O	O	
their	O	O	O	O	O	
names	O	O	O	O	O	
appear	O	O	O	O	O	
in	O	O	O	O	O	
the	O	O	O	O	O	
Pipe	O	O	O	O	O	
Rolls	O	O	O	O	O	
in	O	O	O	O	O	
the	O	O	O	O	O	
time	O	O	O	O	O	
of	O	O	O	O	O	
King	B-PER	B-PER	O	O	O	
Stephen	O	I-PER	O	O	O	
.	O	O	O	O	O	

In	O	O	O	O	O	
the	O	O	O	O	O	
reign	O	O	O	O	O	
of	O	O	O	O	O	
King	B-PER	B-PER	O	O	O	
John	O	I-PER	O	O	O	
one	B-PER	O	O	O	O	
of	I-PER	O	O	O	O	
them	I-PER	O	O	O	O	
was	O	O	O	O	O	
rich	O	O	O	O	O	
enough	O	O	O	O	O	
to	O	O	O	O	O	
give	O	O	O	O	O	
a	B-FAC	O	O	O	O	
manor	I-FAC	O	O	O	O	
to	O	O	O	O	O	
the	B-PER	O	O	O	O	
Knights	I-PER	O	O	O	O	
Hospitallers	I-PER	O	O	O	O	
;	O	O	O	O	O	
and	O	O	O	O	O	
in	O	O	O	O	O	
Edward	B-PER	O	O	O	O	
the	I-PER	O	O	O	O	
Second	I-PER	O	O	O	O	
's	O	O	O	O	O	
time	O	O	O	O	O	
your	B-PER	O	O	O	O	
forefather	I-PER	O	O	O	O	
Brian	B-PER	O	O	O	O	
was	O	O	O	O	O	
summoned	O	O	O	O	O	
to	O	O	O	O	O	
Westminster	B-GPE	O	O	O	O	
to	O	O	O	O	O	
attend	O	O	O	O	O	
the	O	O	O	O	O	
great	O	O	O	O	O	
Council	O	O	O	O	O	
there	B-GPE	O	O	O	O	
.	O	O	O	O	O	

You	O	O	O	O	O	
declined	O	O	O	O	O	
a	O	O	O	O	O	
little	O	O	O	O	O	
in	O	O	O	O	O	
Oliver	B-PER	O	O	O	O	
Cromwell	I-PER	O	O	O	O	
's	O	O	O	O	O	
time	O	O	O	O	O	
,	O	O	O	O	O	
but	O	O	O	O	O	
to	O	O	O	O	O	
no	O	O	O	O	O	
serious	O	O	O	O	O	
extent	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
in	O	O	O	O	O	
Charles	B-PER	O	O	O	O	
the	I-PER	O	O	O	O	
Second	I-PER	O	O	O	O	
's	O	O	O	O	O	
reign	O	O	O	O	O	
you	O	O	O	O	O	
were	O	O	O	O	O	
made	O	O	O	O	O	
Knights	B-PER	O	O	O	O	
of	I-PER	O	O	O	O	
the	I-PER	O	O	O	O	
Royal	I-PER	O	O	O	O	
Oak	I-PER	O	O	O	O	
for	O	O	O	O	O	
your	O	O	O	O	O	
loyalty	O	O	O	O	O	
.	O	O	O	O	O	

Aye	O	O	O	O	O	
,	O	O	O	O	O	
there	O	O	O	O	O	
have	O	O	O	O	O	
been	O	O	O	O	O	
generations	O	O	O	O	O	
of	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
Johns	O	I-PER	O	O	O	
among	O	O	O	O	O	
you	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
if	O	O	O	O	O	
knighthood	O	O	O	O	O	
were	O	O	O	O	O	
hereditary	O	O	O	O	O	
,	O	O	O	O	O	
like	O	O	O	O	O	
a	O	O	O	O	O	
baronetcy	O	O	O	O	O	
,	O	O	O	O	O	
as	O	O	O	O	O	
it	O	O	O	O	O	
practically	O	O	O	O	O	
was	O	O	O	O	O	
in	O	O	O	O	O	
old	O	O	O	O	O	
times	O	O	O	O	O	
,	O	O	O	O	O	
when	O	O	O	O	O	
men	B-PER	O	O	O	O	
were	O	O	O	O	O	
knighted	O	O	O	O	O	
from	O	O	O	O	O	
father	O	O	O	O	O	
to	O	O	O	O	O	
son	O	O	O	O	O	
,	O	O	O	O	O	
you	O	O	O	O	O	
would	O	O	O	O	O	
be	O	O	O	O	O	
Sir	B-PER	B-PER	O	O	O	
John	O	I-PER	O	O	O	
now	O	O	O	O	O	
.	O	O	O	O	O	
"	O	O	O	O	O	

